categorie,type,difficulte,question,reponse_correcte,reponses_incorrectes,toutes_reponses
Science & Nature,multiple,hard,What nucleotide pairs with guanine?,Cytosine,Thymine|Adenine|Uracil,Cytosine|Thymine|Adenine|Uracil
Sports,multiple,medium,Which country is hosting the 2022 FIFA World Cup?,Qatar,Uganda|Vietnam|Bolivia,Qatar|Uganda|Vietnam|Bolivia
Geography,multiple,hard,The emblem on the flag of the Republic of Tajikistan features a sunrise over mountains below what symbol?,Crown,Bird|Sickle|Tree,Crown|Bird|Sickle|Tree
Entertainment: Video Games,multiple,easy,What is the most expensive weapon in Counter-Strike: Global Offensive?,Scar-20/G3SG1,M4A1|AWP|R8 Revolver,Scar-20/G3SG1|M4A1|AWP|R8 Revolver
Entertainment: Video Games,multiple,medium,"In ""Call of Duty: Black Ops III"" Zombies, what does completing all the main easter eggs reward you with?","1,000,000 XP",Juggernog at the start of each game|50 Liquid Diviniums|All three options.,"1,000,000 XP|Juggernog at the start of each game|50 Liquid Diviniums|All three options."
Geography,multiple,medium,What mountain range lines the border between Spain and France?,Pyrenees,Alps|Carpathians|Urals,Pyrenees|Alps|Carpathians|Urals
Sports,multiple,hard,With which doubles partner did John McEnroe have most success?,Peter Fleming,Mark Woodforde|Michael Stich|Mary Carillo,Peter Fleming|Mark Woodforde|Michael Stich|Mary Carillo
Entertainment: Music,multiple,hard,"Who sings the rap song ""Secret Wars Part 1""?",The Last Emperor,MC Frontalot|Busdriver|Masta Killa,The Last Emperor|MC Frontalot|Busdriver|Masta Killa
Entertainment: Video Games,multiple,easy,"What were the first two blocks in ""Minecraft""?",Grass and Cobblestone,Grass and Stone|Crafting Table and Cobblestone|Cobblestone and Stone,Grass and Cobblestone|Grass and Stone|Crafting Table and Cobblestone|Cobblestone and Stone
Geography,multiple,easy,What is the Capital of the United States?,"Washington, D.C.","Los Angelas, CA|New York City, NY|Houston, TX","Washington, D.C.|Los Angelas, CA|New York City, NY|Houston, TX"
Entertainment: Film,multiple,easy,Which animated movie was first to feature a celebrity as a voice actor?,Aladdin,Toy Story|James and the Giant Peach|The Hunchback of Notre Dame,Aladdin|Toy Story|James and the Giant Peach|The Hunchback of Notre Dame
History,multiple,medium,Who was the leader of Sweden in the Great Northern War?,Charles XII,Per Albin Hansson|Peter the Great|Gustavus Adolphus,Charles XII|Per Albin Hansson|Peter the Great|Gustavus Adolphus
Entertainment: Video Games,multiple,easy,"In Divinity: Original Sin II, what is the name of the skeletal origin character?",Fane,Lohse|The Red Prince|There are no skeletal origin characters,Fane|Lohse|The Red Prince|There are no skeletal origin characters
Entertainment: Video Games,multiple,medium,Which company developed the MMO Spiral Knights (2011)?,Three Rings Design,Sega|Electronic Arts|Double Fine,Three Rings Design|Sega|Electronic Arts|Double Fine
History,multiple,hard,Which of the following Physicists aided Nazi Germany in their production of a nuclear weapon?,Werner Heisenberg,John von Neumann|Albert Einstein|Max Planck,Werner Heisenberg|John von Neumann|Albert Einstein|Max Planck
Entertainment: Television,multiple,hard,Which of these Nickelodeon game shows aired first?,Double Dare,Nick Arcade|Finders Keepers|Nickelodeon Guts,Double Dare|Nick Arcade|Finders Keepers|Nickelodeon Guts
Entertainment: Video Games,multiple,medium,What are tiny Thwomps called in Super Mario World?,Thwimps,Little Thwomp|Mini Thwomp|Tiny Tims,Thwimps|Little Thwomp|Mini Thwomp|Tiny Tims
Entertainment: Music,multiple,easy,How many members are there in the band Nirvana?,Three,Two|Four|Five,Three|Two|Four|Five
Sports,multiple,medium,Which nation hosted the FIFA World Cup in 2006?,Germany,United Kingdom|Brazil|South Africa,Germany|United Kingdom|Brazil|South Africa
Entertainment: Video Games,multiple,hard,What is the name of the alligator in Where's My Water?,Swampy,Cranky|Crocky|Justice,Swampy|Cranky|Crocky|Justice
Entertainment: Video Games,multiple,hard,"What is the plane of existence in MicroProse's 1997 ""Magic the Gathering""?",Shandalar,Theros|Ravnica|Amonkhet,Shandalar|Theros|Ravnica|Amonkhet
Entertainment: Cartoon & Animations,multiple,easy,Who is the only voice actor to have a speaking part in all of the Disney Pixar feature films? ,John Ratzenberger,Tom Hanks|Dave Foley|Geoffrey Rush,John Ratzenberger|Tom Hanks|Dave Foley|Geoffrey Rush
Entertainment: Cartoon & Animations,multiple,medium,What is the name of Ruby Rose's weapon from RWBY?,Crescent Rose,Thorned Rosebud|Magnhild|Crooked Scythe,Crescent Rose|Thorned Rosebud|Magnhild|Crooked Scythe
Science: Mathematics,multiple,medium,"In a normal distribution, 95% of the data lies within how many standard deviations of the mean?",2,1|3|4,2|1|3|4
General Knowledge,multiple,easy,"Who is considered the ""Father of Modern Philosophy""?",René Descartes,Plato|Albert Einstein|Antoine Lavoiser,René Descartes|Plato|Albert Einstein|Antoine Lavoiser
Science: Computers,multiple,medium,"Originally used in PCM adapters, what frequency is the standard for sampling audio in the Compact Disc Digital Audio format?",44.1 kHz,32.0 kHz|1.5 MHz|20.5 kHz,44.1 kHz|32.0 kHz|1.5 MHz|20.5 kHz
Geography,multiple,medium,What European country is not a part of the EU?,Norway,Lithuania|Ireland|Czechia,Norway|Lithuania|Ireland|Czechia
Entertainment: Video Games,multiple,hard,"In ""Halo"", what is the name of the planet which Installation 04 orbits?",Threshold,Substance|Sanghelios|Te,Threshold|Substance|Sanghelios|Te
Entertainment: Video Games,multiple,medium,"In the Half-Life franchise, what is the real name of the ""gravity gun""?",Zero-Point Energy Field Manipulator,Universal Gravity Manipulation Device|Isaac Newton's Theory Disprover|Quantum Energy Displacement Modifier,Zero-Point Energy Field Manipulator|Universal Gravity Manipulation Device|Isaac Newton's Theory Disprover|Quantum Energy Displacement Modifier
General Knowledge,multiple,medium,What character was once considered to be the 27th letter of the alphabet?,Ampersand,Interrobang|Tilde|Pilcrow,Ampersand|Interrobang|Tilde|Pilcrow
Science: Computers,multiple,medium,How fast is USB 3.1 Gen 2 theoretically?,10 Gb/s,5 Gb/s|8 Gb/s|1 Gb/s,10 Gb/s|5 Gb/s|8 Gb/s|1 Gb/s
Sports,multiple,medium,A stimpmeter measures the speed of a ball over what surface?,Golf Putting Green, Football Pitch|Cricket Outfield|Pinball Table,Golf Putting Green| Football Pitch|Cricket Outfield|Pinball Table
Sports,multiple,easy,When was the first official international game played?,1872,1880|1863|1865,1872|1880|1863|1865
Entertainment: Comics,multiple,easy,Who is Batman?,Bruce Wayne,Clark Kent|Barry Allen|Tony Stark,Bruce Wayne|Clark Kent|Barry Allen|Tony Stark
Celebrities,multiple,easy,Gwyneth Paltrow has a daughter named...?,Apple,Lily|French|Dakota,Apple|Lily|French|Dakota
Entertainment: Television,multiple,easy,"In the TV show ""Cheers"", Sam Malone was a former relief pitcher for which baseball team?",Boston Red Sox,New York Mets|Baltimore Orioles|Milwaukee Brewers,Boston Red Sox|New York Mets|Baltimore Orioles|Milwaukee Brewers
Entertainment: Video Games,multiple,hard,"During development of ""Super Mario World"", Yoshi's hard saddle was originally which of these?",A shell,A slide of Gelatin|A poffin|A spike,A shell|A slide of Gelatin|A poffin|A spike
Entertainment: Video Games,multiple,hard,Which of the following commercial vehicles from Grand Theft Auto IV did NOT reappear in Grand Theft Auto V?,Steed,Mule|Benson|Pony,Steed|Mule|Benson|Pony
Entertainment: Video Games,multiple,easy,Who is the creator of the Super Smash Bros. Series?,Masahiro Sakurai,Reggie Fils-Aimé|Bill Trinen|Hideo Kojima,Masahiro Sakurai|Reggie Fils-Aimé|Bill Trinen|Hideo Kojima
Entertainment: Film,multiple,medium,"What is the name of James Dean's character in the 1955 movie ""Rebel Without a Cause""?",Jim Stark,Ned Stark|Jim Kane|Frank Stark,Jim Stark|Ned Stark|Jim Kane|Frank Stark
History,multiple,hard,"The main objective of the German operation ""Case Blue"" during World War II was originally to capture what?",Caucasus,Stalingrad|Crimea|Voronezh,Caucasus|Stalingrad|Crimea|Voronezh
Entertainment: Television,multiple,easy,"In the cartoon 'SpongeBob SquarePants', what did the acronym E.V.I.L stand for?",Every Villain Is Lemons,Every Villain Is Lemonade|Every Villain Is Limes|Each Villain Is Lemonade,Every Villain Is Lemons|Every Villain Is Lemonade|Every Villain Is Limes|Each Villain Is Lemonade
Entertainment: Video Games,multiple,easy,"In Rust, how many Timed Explosive Charges does it take to destroy a Ladder Hatch?",1,3|2|5,1|3|2|5
Entertainment: Film,multiple,easy,"This movie contains the quote, ""Nobody puts Baby in a corner.""",Dirty Dancing,Three Men and a Baby|Ferris Bueller's Day Off|Pretty in Pink,Dirty Dancing|Three Men and a Baby|Ferris Bueller's Day Off|Pretty in Pink
Geography,multiple,medium,Which of the following is the longest river in Europe?,Volga,Danube|Ural|Dnieper,Volga|Danube|Ural|Dnieper
History,multiple,medium,Which of the following snipers has the highest amount of confirmed kills?,Simo Häyhä,Chris Kyle|Vasily Zaytsev|Craig Harrison,Simo Häyhä|Chris Kyle|Vasily Zaytsev|Craig Harrison
Entertainment: Video Games,multiple,easy,"In Dota 2, Wraith King was previously known as...",Skeleton King,Reaper King|Skull King|Hell King,Skeleton King|Reaper King|Skull King|Hell King
Science & Nature,multiple,easy,"What is the thin, outermost layer of the Earth?",Crust,Exosphere|Mantle|Outer Core,Crust|Exosphere|Mantle|Outer Core
Science: Computers,multiple,hard,Which of these is not a layer in the OSI model for data communications?,Connection Layer,Application Layer|Transport Layer|Physical Layer,Connection Layer|Application Layer|Transport Layer|Physical Layer
Entertainment: Video Games,multiple,medium,"Which company developed the video game ""Borderlands""?",Gearbox Software,2K Games|Activision|Rockstar Games,Gearbox Software|2K Games|Activision|Rockstar Games
Entertainment: Video Games,multiple,medium,Which Sonic the Hedgehog game introudced Knuckles the Echidna?,Sonic the Hedgehog 3,Sonic the Hedgehog 2|Sonic & Knuckles|Sonic Adventure,Sonic the Hedgehog 3|Sonic the Hedgehog 2|Sonic & Knuckles|Sonic Adventure
Entertainment: Film,multiple,medium,"What is the name of the first ""Star Wars"" film by release order?",A New Hope,The Phantom Menace|The Force Awakens|Revenge of the Sith,A New Hope|The Phantom Menace|The Force Awakens|Revenge of the Sith
Entertainment: Film,multiple,medium,"Who is the director of the 1991 film ""Silence of the Lambs""?",Jonathan Demme,Stanley Kubrick|Frank Darabont|Michael Bay,Jonathan Demme|Stanley Kubrick|Frank Darabont|Michael Bay
Science: Computers,multiple,hard,Which kind of algorithm is Ron Rivest not famous for creating?,Secret sharing scheme,Hashing algorithm|Asymmetric encryption|Stream cipher,Secret sharing scheme|Hashing algorithm|Asymmetric encryption|Stream cipher
Science: Mathematics,multiple,hard,Which of the following famous mathematicians died in a duel at the age of 20?,Galois,Abel|Euler|Gauss,Galois|Abel|Euler|Gauss
Geography,multiple,medium,"What is the name of the former country that was succeeded by countries such as Serbia, Croatia and Slovenia?",Yugoslavia,Czechoslovakia|Abkhazia|South Ossetia,Yugoslavia|Czechoslovakia|Abkhazia|South Ossetia
Science: Gadgets,multiple,medium,"Which company designed the ""Betamax"" video cassette format?",Sony,Panasonic|LG|Fujitsu,Sony|Panasonic|LG|Fujitsu
Entertainment: Music,multiple,medium,"What genre of EDM is the Dutch DJ, musician, and remixer Armin van Buuren most well-known for?",Trance,House|Drum and Bass|Dubstep,Trance|House|Drum and Bass|Dubstep
Science: Computers,multiple,hard,What vulnerability ranked #1 on the OWASP Top 10 in 2013?,Injection ,Broken Authentication|Cross-Site Scripting|Insecure Direct Object References,Injection |Broken Authentication|Cross-Site Scripting|Insecure Direct Object References
Entertainment: Video Games,multiple,medium,"Which car is NOT featured in ""Need for Speed: Hot Pursuit 2""?",Toyota MR2,Ford Crown Victoria|BMW Z8|McLaren F1,Toyota MR2|Ford Crown Victoria|BMW Z8|McLaren F1
Entertainment: Film,multiple,easy,"In the 2012 film, ""The Lorax"", who is the antagonist?",Aloysius O'Hare,Ted Wiggins|The Once-Ler|Grammy Norma,Aloysius O'Hare|Ted Wiggins|The Once-Ler|Grammy Norma
Entertainment: Video Games,multiple,easy,Which of these is NOT a Humongous Entertainment game franchise?,Commander Keen,Pajama Sam|Putt-Putt|Freddi Fish,Commander Keen|Pajama Sam|Putt-Putt|Freddi Fish
Entertainment: Japanese Anime & Manga,multiple,easy,Which Pokémon and it's evolutions were banned from appearing in a main role after the Episode 38 Incident?,The Porygon Line,The Pikachu Line|The Elekid Line|The Magby Line,The Porygon Line|The Pikachu Line|The Elekid Line|The Magby Line
Entertainment: Video Games,multiple,medium,"In the game ""Dead By Daylight,"" which character starts with the perk ""Bond"".",Dwight Fairfield,Claudette Morell|Meg Thomas|Jake Park,Dwight Fairfield|Claudette Morell|Meg Thomas|Jake Park
Entertainment: Music,multiple,easy,"The Red Hot Chili Pepper song ""Give It Away"" is from what album?",Blood Sugar Sex Magik,One Hot Minute|By the Way|Stadium Arcadium,Blood Sugar Sex Magik|One Hot Minute|By the Way|Stadium Arcadium
Sports,multiple,easy,The UEFA Champions League is an annual club football competition featuring clubs from which continent?,Europe,South America|Africa|Asia,Europe|South America|Africa|Asia
Entertainment: Video Games,multiple,hard,"In Disney's ""Toontown Online"", which of these species wasn't available as a Toon?",Cow,Monkey|Bear|Pig,Cow|Monkey|Bear|Pig
History,multiple,easy,"During WWII, in 1945, the United States dropped atomic bombs on the two Japanese cities of Hiroshima and what other city?",Nagasaki,Kawasaki|Tokyo|Kagoshima,Nagasaki|Kawasaki|Tokyo|Kagoshima
Entertainment: Video Games,multiple,hard,"How many trophies are there in ""Super Smash Bros. for Nintendo 3DS""?",685,1360|716|1155,685|1360|716|1155
General Knowledge,multiple,easy,The Quran is the holy book of which Abrahamic religion?,Islam,Christianity|Judaism|Rastafarianism,Islam|Christianity|Judaism|Rastafarianism
Entertainment: Music,multiple,easy,"Finish these lyrics from the 2016 song ""Panda"" by Desiigner: ""I got broads in _______"".",Atlanta,Savannah|Augusta|Marietta,Atlanta|Savannah|Augusta|Marietta
Entertainment: Film,multiple,medium,The killer in the 1981 film 'My Bloody Valentine' wears what sort of outfit?,Mining gear,Clown costume|Santa suit|Police uniform,Mining gear|Clown costume|Santa suit|Police uniform
Science & Nature,multiple,medium,Which element has the atomic number of 7?,Nitrogen,Oxygen|Hydrogen|Neon,Nitrogen|Oxygen|Hydrogen|Neon
History,multiple,medium,Which of the following countries was the first to send an object into space?,Germany,USA|Russia|China,Germany|USA|Russia|China
General Knowledge,multiple,medium,"Which of these words means ""idle spectator""?",Gongoozler,Gossypiboma|Jentacular|Meupareunia,Gongoozler|Gossypiboma|Jentacular|Meupareunia
Entertainment: Film,multiple,medium,"Which actor plays the role of the main antagonist in the 2011 movie ""Tower Heist?""",Alan Alda,Eddie Murphy|Alec Baldwin|Kevin Nealon,Alan Alda|Eddie Murphy|Alec Baldwin|Kevin Nealon
Entertainment: Cartoon & Animations,multiple,medium,"Who is the ""dumb blonde"" character in Nickelodeon's ""The Loud House""?",Leni,Luan|Luna|Lincoln,Leni|Luan|Luna|Lincoln
Entertainment: Music,multiple,medium,"Which Aerosmith album featured ""Walk This Way""?",Toys in the Attic,Rocks|Get Your Wings|Draw the Line,Toys in the Attic|Rocks|Get Your Wings|Draw the Line
Mythology,multiple,medium,"In Norse Mythology, what is the name of the symbol commonly referred to as the ""Tree of Life""?",Yggdrasil,Ymir|Tree of the Earth|Odin's Roots,Yggdrasil|Ymir|Tree of the Earth|Odin's Roots
Entertainment: Television,multiple,easy,"What was the name of the police officer in the cartoon ""Top Cat""?",Dibble,Barbrady|Mahoney|Murphy,Dibble|Barbrady|Mahoney|Murphy
Entertainment: Music,multiple,easy,Which of these is NOT considered a woodwind instrument?,Trombone,Oboe|Clarinet|Bassoon,Trombone|Oboe|Clarinet|Bassoon
Entertainment: Video Games,multiple,hard,"In ""Magicka"", which two elements are combined to cast the spell, ""Nullify""?",Arcane + Shield,Lightning + Shield|Lightning + Life|Arcane + Life,Arcane + Shield|Lightning + Shield|Lightning + Life|Arcane + Life
